Sexo,Idade,Cor,Tempo de Estudo,Renda,Altura
Feminino,48,Parda,1,0,1.58
Masculino,62,Preta,1,500,1.81
Feminino,63,Parda,5,200,1.58
Masculino,32,Preta,4,500,1.8
Masculino,48,Parda,9,1000,1.74
Feminino,60,Parda,8,788,1.7
Feminino,40,Parda,12,0,1.74
Masculino,40,Branca,16,3000,1.84
Masculino,38,Branca,16,10000,1.74
Feminino,62,Parda,3,400,1.66
Masculino,33,Branca,12,1500,1.83
Masculino,22,Branca,12,500,1.78
Masculino,40,Parda,15,3700,1.71
Feminino,45,Parda,5,788,1.68
Masculino,67,Parda,7,300,1.81
Masculino,33,Parda,12,4098,1.77
Masculino,37,Branca,5,788,1.73
Masculino,57,Parda,15,6000,1.61
Masculino,43,Parda,1,1200,1.58
Masculino,27,Parda,6,1180,1.73
Feminino,50,Preta,1,240,1.62
Masculino,55,Parda,4,1000,1.68
Masculino,39,Parda,7,960,1.81
Masculino,54,Branca,8,1000,1.7
Masculino,30,Branca,14,1200,1.73
Feminino,40,Parda,5,400,1.63
Masculino,32,Branca,12,2800,1.65
Feminino,34,Parda,15,788,1.71
Masculino,36,Preta,9,1500,1.82
Feminino,41,Parda,4,2300,1.49
Masculino,38,Parda,16,1200,1.72
Feminino,46,Branca,5,813,1.5
Feminino,61,Parda,3,320,1.69
Masculino,31,Preta,8,1500,1.66
Feminino,53,Parda,17,1000,1.68
Masculino,49,Parda,5,950,1.77
Masculino,35,Branca,12,3000,1.7
Feminino,48,Preta,7,1600,1.72
Masculino,42,Branca,5,2000,1.72
Masculino,47,Parda,8,2000,1.75
Feminino,38,Parda,8,900,1.57
Masculino,32,Parda,6,800,1.73
Masculino,55,Branca,6,2200,1.6
Masculino,45,Branca,9,1900,1.59
Masculino,51,Preta,4,1800,1.71
Feminino,26,Branca,16,1600,1.71
Feminino,34,Branca,12,788,1.76
Feminino,48,Parda,8,788,1.76
Masculino,28,Parda,12,2000,1.73
Masculino,43,Parda,8,1000,1.56
Masculino,45,Branca,9,1200,1.6
Masculino,34,Parda,6,1500,1.74
Feminino,37,Branca,12,5000,1.75
Masculino,53,Branca,12,1700,1.72
Masculino,46,Parda,15,1700,1.55
Masculino,44,Parda,6,1225,1.71
Masculino,59,Preta,5,920,1.69
Masculino,51,Parda,5,800,1.68
Masculino,61,Parda,3,700,1.75
Masculino,50,Parda,6,2500,1.77
Masculino,67,Preta,16,4000,1.75
Feminino,35,Branca,12,8000,1.58
Masculino,52,Preta,9,3000,1.55
Masculino,50,Parda,14,5000,1.74
Feminino,35,Parda,12,830,1.81
Feminino,42,Branca,12,788,1.84
Feminino,51,Branca,3,788,1.67
Feminino,62,Parda,8,0,1.65
Masculino,45,Parda,5,500,1.57
Masculino,43,Branca,5,788,1.75
Masculino,60,Parda,1,1182,1.67
Feminino,43,Preta,3,788,1.61
Masculino,47,Parda,1,950,1.75
Masculino,54,Parda,5,788,1.52
Masculino,43,Parda,5,1600,1.7
Masculino,63,Parda,1,788,1.63
Masculino,61,Parda,5,800,1.75
Masculino,36,Branca,5,1200,1.74
Feminino,41,Parda,6,1280,1.67
Masculino,66,Branca,9,0,1.72
Masculino,32,Parda,5,1500,1.71
Feminino,49,Parda,12,2200,1.63
Masculino,38,Parda,12,300,1.75
Masculino,51,Parda,3,788,1.76
Masculino,33,Parda,5,1500,1.68
Masculino,41,Branca,5,788,1.85
Masculino,76,Parda,5,0,1.66
Masculino,55,Parda,9,788,1.8
Feminino,70,Parda,1,0,1.8
Feminino,52,Branca,13,1000,1.67
Feminino,62,Parda,4,400,1.65
Feminino,60,Branca,16,4000,1.63
Masculino,53,Parda,4,700,1.74
Feminino,55,Preta,1,0,1.7
Masculino,74,Parda,3,500,1.73
Masculino,54,Parda,1,1000,1.78
Masculino,75,Parda,3,0,1.71
Masculino,44,Parda,2,0,1.62
Masculino,68,Parda,1,0,1.6
Masculino,44,Parda,5,0,1.76
Masculino,69,Parda,3,0,1.67
Feminino,60,Branca,12,400,1.76
Masculino,68,Branca,6,0,1.69
Masculino,73,Parda,3,0,1.63
Feminino,73,Parda,3,0,1.62
Masculino,48,Parda,12,788,1.65
Masculino,47,Parda,12,1576,1.49
Feminino,78,Parda,1,0,1.75
Masculino,41,Parda,5,600,1.75
Feminino,83,Parda,4,0,1.83
Masculino,57,Parda,4,0,1.76
Feminino,31,Preta,7,80,1.82
Masculino,75,Parda,3,0,1.81
Masculino,56,Parda,1,1200,1.77
Masculino,42,Parda,6,0,1.64
Masculino,50,Branca,4,788,1.64
Feminino,52,Branca,5,912,1.64
Feminino,41,Parda,15,1100,1.59
Feminino,64,Parda,9,800,1.66
Feminino,44,Parda,15,1500,1.75
Feminino,67,Parda,5,0,1.47
Feminino,48,Parda,9,1100,1.55
Feminino,31,Parda,12,788,1.61
Feminino,26,Branca,12,788,1.79
Masculino,38,Preta,10,1000,1.59
Feminino,59,Preta,15,1500,1.56
Masculino,66,Parda,5,1300,1.7
Feminino,36,Branca,12,1035,1.72
Masculino,39,Branca,12,2000,1.57
Feminino,19,Branca,12,1000,1.7
Feminino,64,Parda,4,350,1.77
Feminino,56,Parda,5,800,1.47
Masculino,49,Parda,8,1500,1.58
Masculino,56,Parda,5,1500,1.65
Masculino,45,Preta,1,1400,1.69
Feminino,49,Parda,5,800,1.62
Masculino,46,Parda,1,788,1.63
Masculino,33,Parda,9,847,1.74
Masculino,52,Branca,5,788,1.68
Masculino,44,Branca,11,6000,1.64
Masculino,41,Preta,1,1200,1.72
Masculino,37,Parda,4,1200,1.79
Masculino,39,Parda,10,1989,1.69
Masculino,63,Parda,9,1000,1.75
Masculino,40,Parda,12,1200,1.89
Masculino,69,Branca,12,0,1.61
Masculino,52,Parda,16,2000,1.78
Masculino,52,Parda,12,5000,1.68
Feminino,61,Branca,16,1500,1.78
Masculino,63,Branca,16,8000,1.58
Masculino,62,Branca,16,32000,1.76
Feminino,75,Branca,12,2200,1.74
Masculino,24,Branca,12,5000,1.67
Masculino,36,Branca,10,4000,1.73
Masculino,53,Parda,12,1000,1.75
Masculino,61,Branca,12,1500,1.75
Masculino,51,Branca,9,3000,1.68
Masculino,48,Parda,16,2500,1.87
Feminino,63,Parda,5,788,1.78
Masculino,42,Parda,12,2140,1.68
Masculino,33,Parda,12,0,1.67
Masculino,47,Branca,10,2000,1.55
Masculino,26,Parda,11,1000,1.73
Masculino,48,Parda,5,200,1.73
Masculino,79,Branca,10,60000,1.64
Masculino,43,Branca,9,2500,1.58
Feminino,48,Parda,12,915,1.65
Masculino,54,Parda,6,1100,1.73
Masculino,39,Preta,12,1576,1.72
Feminino,40,Branca,5,788,1.83
Masculino,62,Parda,12,1100,1.76
Masculino,49,Parda,4,400,1.75
Masculino,27,Parda,6,900,1.81
Masculino,55,Parda,12,3100,1.76
Masculino,25,Parda,6,2000,1.71
Masculino,57,Parda,8,1100,1.83
Feminino,55,Parda,7,200,1.82
Masculino,58,Parda,6,1500,1.78
Masculino,34,Parda,10,1900,1.67
Feminino,34,Parda,12,1047,1.6
Masculino,65,Preta,5,920,1.66
Feminino,36,Branca,13,1300,1.69
Masculino,61,Branca,5,1100,1.59
Masculino,36,Parda,12,2100,1.73
Masculino,45,Branca,9,2000,1.64
Feminino,41,Parda,6,788,1.78
Masculino,40,Parda,7,1600,1.66
Masculino,45,Parda,5,1500,1.69
Masculino,48,Parda,10,3000,1.85
Feminino,41,Preta,9,1200,1.84
Masculino,24,Parda,12,950,1.79
Masculino,35,Branca,10,1100,1.61
Masculino,45,Parda,8,1800,1.74
Masculino,41,Parda,12,1500,1.79
Masculino,57,Preta,6,1085,1.66
Masculino,40,Parda,9,1511,1.75
Masculino,28,Parda,11,1300,1.71
Feminino,38,Parda,14,1500,1.75
Feminino,56,Preta,5,2500,1.67
Masculino,45,Parda,9,2000,1.77
Feminino,34,Parda,12,788,1.54
Masculino,31,Parda,15,5600,1.75
Masculino,50,Branca,8,4500,1.68
Masculino,45,Parda,9,1580,1.72
Feminino,26,Parda,16,1700,1.87
Masculino,36,Parda,15,2500,1.67
Masculino,44,Parda,10,2700,1.7
Feminino,29,Parda,16,4500,1.67
Feminino,45,Parda,12,895,1.68
Masculino,34,Parda,16,2300,1.72
Masculino,52,Branca,9,3800,1.78
Feminino,46,Branca,12,840,1.66
Masculino,80,Parda,5,240,1.69
Masculino,41,Parda,12,4000,1.67
Feminino,37,Branca,16,5000,1.72
Masculino,47,Branca,11,2500,1.63
Masculino,73,Parda,1,0,1.91
Masculino,62,Parda,5,0,1.63
Masculino,55,Parda,5,1300,1.71
Masculino,47,Parda,12,860,1.72
Masculino,34,Branca,12,2900,1.84
Masculino,43,Branca,8,1500,1.81
Feminino,61,Parda,5,500,1.78
Masculino,38,Parda,8,1000,1.6
Masculino,26,Parda,10,1100,1.79
Feminino,33,Parda,12,980,1.78
Masculino,46,Parda,9,3000,1.71
Masculino,27,Preta,11,1085,1.73
Feminino,73,Preta,5,0,1.81
Feminino,58,Parda,5,840,1.72
Masculino,34,Branca,12,850,1.66
Masculino,42,Branca,9,1300,1.64
Feminino,30,Parda,12,1200,1.7
Masculino,43,Preta,5,900,1.7
Masculino,41,Branca,12,1100,1.78
Masculino,50,Parda,9,788,1.7
Masculino,48,Parda,9,2000,1.68
Feminino,60,Parda,15,1700,1.53
Masculino,43,Parda,8,0,1.85
Feminino,37,Parda,12,1200,1.58
Masculino,52,Parda,12,1580,1.71
Masculino,49,Parda,9,1576,1.74
Masculino,39,Parda,5,800,1.56
Feminino,40,Parda,12,1100,1.61
Masculino,44,Parda,15,4000,1.81
Masculino,39,Parda,16,1200,1.67
Masculino,36,Preta,12,2000,1.59
Masculino,40,Parda,12,5600,1.68
Feminino,26,Parda,17,912,1.76
Masculino,63,Branca,14,3000,1.71
Masculino,46,Branca,16,6000,1.83
Masculino,58,Parda,16,25000,1.63
Masculino,65,Branca,16,5000,1.59
Masculino,45,Parda,16,13000,1.76
Masculino,56,Parda,12,14000,1.62
Masculino,59,Branca,12,5000,1.57
Masculino,50,Branca,16,12000,1.69
Feminino,49,Parda,9,1500,1.7
Masculino,53,Branca,15,6000,1.76
Masculino,51,Branca,16,10000,1.73
Masculino,59,Parda,11,1576,1.75
Masculino,58,Parda,5,2000,1.79
Feminino,64,Parda,16,0,1.72
Feminino,21,Parda,14,1400,1.66
Masculino,71,Branca,5,2400,1.79
Masculino,55,Branca,16,2000,1.79
Feminino,34,Branca,16,1000,1.86
Feminino,30,Branca,15,2600,1.75
Feminino,35,Branca,16,2300,1.76
Feminino,24,Branca,12,870,1.78
Masculino,38,Branca,16,5000,1.76
Masculino,71,Branca,5,1200,1.59
Feminino,55,Branca,9,350,1.82
Masculino,25,Parda,12,1000,1.65
Masculino,64,Branca,16,500,1.67
Feminino,45,Branca,12,600,1.77
Feminino,40,Parda,12,970,1.89
Masculino,21,Branca,15,850,1.57
Masculino,30,Branca,12,1300,1.67
Masculino,44,Branca,6,1500,1.66
Masculino,23,Branca,12,1300,1.7
Masculino,33,Branca,12,900,1.72
Masculino,46,Branca,5,3500,1.76
Masculino,41,Branca,1,1000,1.64
Masculino,44,Branca,6,1576,1.56
Masculino,51,Branca,5,788,1.69
Masculino,31,Parda,5,800,1.78
Masculino,31,Parda,16,2300,1.67
Masculino,27,Branca,11,1550,1.83
Masculino,53,Branca,16,5000,1.68
Masculino,49,Branca,1,1400,1.58
Masculino,61,Branca,1,1000,1.63
Masculino,36,Parda,1,1400,1.77
Masculino,55,Branca,5,4000,1.88
Masculino,30,Parda,5,1400,1.62
Masculino,55,Branca,9,1400,1.64
Masculino,28,Preta,7,1800,1.47
Masculino,37,Parda,3,788,1.73
Masculino,26,Branca,12,1300,1.76
Masculino,48,Preta,13,2400,1.66
Masculino,62,Branca,8,2300,1.71
Masculino,42,Parda,6,788,1.78
Masculino,39,Parda,6,1000,1.64
Masculino,47,Branca,9,1200,1.8
Masculino,38,Branca,9,1600,1.78
Masculino,34,Branca,5,1500,1.75
Masculino,44,Parda,9,1000,1.8
Feminino,46,Branca,9,1000,1.58
Feminino,44,Parda,16,788,1.68
Masculino,56,Parda,12,1500,1.65
Masculino,52,Parda,12,1576,1.76
Masculino,46,Parda,8,2500,1.82
Masculino,30,Branca,12,3200,1.68
Masculino,46,Parda,12,3500,1.67
Masculino,42,Parda,14,4530,1.68
Masculino,34,Parda,15,1200,1.73
Masculino,53,Parda,10,2300,1.66
Masculino,24,Parda,12,860,1.71
Feminino,42,Branca,12,3000,1.61
Masculino,72,Branca,5,1576,1.55
Feminino,66,Parda,5,200,1.66
Masculino,53,Parda,6,400,1.78
Feminino,57,Parda,15,1576,1.54
Masculino,55,Parda,9,2400,1.67
Masculino,68,Branca,8,0,1.86
Feminino,25,Parda,12,850,1.72
Feminino,51,Parda,6,70,1.71
Masculino,31,Parda,12,789,1.75
Feminino,32,Parda,12,1000,1.68
Feminino,47,Branca,9,788,1.65
Feminino,41,Parda,12,1162,1.76
Masculino,38,Parda,12,2000,1.74
Masculino,48,Parda,12,3000,1.71
Masculino,64,Parda,7,750,1.6
Masculino,42,Parda,12,1000,1.66
Feminino,52,Parda,7,788,1.59
Feminino,48,Parda,6,788,1.71
Feminino,57,Parda,1,400,1.6
Feminino,24,Branca,12,900,1.72
Feminino,50,Parda,6,788,1.74
Masculino,49,Parda,4,1600,1.74
Feminino,40,Parda,12,1000,1.6
Masculino,33,Parda,8,1100,1.62
Feminino,25,Parda,15,980,1.73
Masculino,34,Parda,12,1500,1.79
Masculino,29,Parda,12,1500,1.6
Masculino,45,Parda,12,1338,1.59
Feminino,59,Parda,16,1000,1.92
Masculino,38,Parda,5,1000,1.67
Masculino,36,Preta,4,788,1.82
Masculino,42,Parda,7,1600,1.72
Masculino,45,Parda,3,788,1.6
Masculino,36,Parda,6,788,1.66
Masculino,61,Parda,12,520,1.73
Masculino,32,Parda,4,300,1.59
Feminino,47,Parda,2,200,1.82
Feminino,47,Parda,6,788,1.67
Masculino,37,Parda,5,700,1.66
Masculino,21,Parda,7,788,1.67
Masculino,28,Parda,9,2500,1.65
Masculino,39,Branca,16,1500,1.77
Masculino,30,Parda,7,788,1.84
Masculino,64,Branca,4,788,1.76
Feminino,43,Branca,4,788,1.75
Feminino,33,Branca,12,800,1.71
Masculino,26,Parda,9,860,1.6
Feminino,31,Preta,9,400,1.71
Feminino,30,Preta,12,1100,1.74
Masculino,60,Branca,5,2000,1.65
Feminino,41,Branca,10,20000,1.73
Masculino,61,Parda,4,300,1.79
Masculino,60,Preta,6,900,1.74
Feminino,50,Parda,9,800,1.7
Masculino,28,Parda,11,1000,1.77
Masculino,59,Preta,5,2000,1.76
Masculino,55,Parda,6,900,1.8
Feminino,64,Parda,9,320,1.68
Feminino,34,Branca,8,788,1.75
Masculino,65,Preta,5,2000,1.75
Masculino,27,Parda,8,600,1.71
Masculino,34,Preta,8,900,1.73
Masculino,29,Branca,12,1148,1.58
Masculino,47,Branca,5,1500,1.63
Feminino,65,Branca,3,820,1.72
Masculino,44,Parda,5,2200,1.59
Masculino,55,Branca,8,2500,1.69
Masculino,39,Branca,16,2000,1.56
Masculino,36,Preta,12,1500,1.63
Masculino,26,Parda,10,1100,1.75
Masculino,54,Branca,4,1500,1.7
Masculino,26,Parda,12,1000,1.74
Masculino,27,Branca,12,1100,1.71
Masculino,33,Branca,12,1000,1.76
Masculino,51,Parda,3,1400,1.53
Masculino,29,Parda,7,788,1.66
Masculino,62,Parda,8,1300,1.63
Masculino,33,Branca,12,1000,1.65
Masculino,36,Parda,8,950,1.54
Masculino,56,Parda,4,930,1.69
Feminino,40,Parda,5,788,1.56
Masculino,28,Parda,9,1000,1.77
Masculino,74,Parda,1,150,1.65
Masculino,51,Preta,12,1500,1.71
Masculino,32,Parda,14,3300,1.74
Masculino,36,Parda,10,2100,1.7
Masculino,40,Branca,8,1300,1.72
Masculino,72,Parda,5,0,1.67
Feminino,27,Parda,12,1580,1.62
Masculino,30,Parda,12,1500,1.72
Masculino,49,Parda,12,788,1.67
Masculino,42,Branca,12,788,1.66
Masculino,46,Parda,11,1550,1.71
Feminino,27,Parda,11,750,1.53
Masculino,23,Branca,12,1200,1.8
Masculino,67,Parda,4,100,1.73
Masculino,36,Parda,12,4500,1.68
Masculino,34,Parda,16,3000,1.68
Masculino,31,Branca,12,1600,1.71
Masculino,51,Parda,16,3400,1.65
Feminino,40,Parda,12,1300,1.68
Feminino,54,Branca,6,950,1.75
Masculino,48,Preta,5,1250,1.66
Masculino,61,Branca,4,1200,1.68
Masculino,28,Parda,9,1400,1.65
Masculino,40,Parda,9,1500,1.65
Masculino,53,Branca,5,3500,1.75
Feminino,47,Parda,6,788,1.66
Feminino,54,Parda,7,788,1.55
Feminino,27,Parda,16,1300,1.71
Masculino,49,Branca,16,4900,1.47
Feminino,43,Parda,5,788,1.68
Masculino,82,Parda,4,0,1.7
Masculino,57,Parda,5,788,1.82
Masculino,60,Parda,1,0,1.92
Masculino,47,Branca,1,788,1.6
Masculino,65,Branca,3,1970,1.74
Masculino,47,Branca,12,2500,1.75
Feminino,33,Branca,12,1500,1.65
Feminino,51,Branca,16,2000,1.81
Masculino,31,Parda,8,1800,1.71
Masculino,47,Parda,5,1200,1.69
Masculino,31,Preta,11,1750,1.64
Masculino,69,Branca,5,700,1.76
Feminino,33,Preta,5,300,1.71
Feminino,24,Branca,9,1200,1.65
Feminino,29,Branca,12,2000,1.65
Masculino,40,Branca,16,10000,1.77
Feminino,48,Branca,16,1350,1.58
Masculino,35,Preta,9,1500,1.82
Masculino,43,Branca,4,1000,1.78
Feminino,39,Parda,6,1200,1.87
Masculino,45,Branca,16,3020,1.58
Masculino,39,Preta,6,3300,1.61
Masculino,28,Parda,4,788,1.63
Masculino,33,Parda,9,1400,1.76
Masculino,45,Parda,1,788,1.53
Masculino,40,Parda,1,1576,1.7
Masculino,75,Branca,3,1000,1.66
Masculino,43,Branca,12,2000,1.87
Masculino,51,Branca,10,1600,1.62
Masculino,49,Branca,5,4000,1.62
Feminino,26,Parda,12,960,1.79
Masculino,41,Parda,8,1000,1.73
Masculino,28,Branca,12,4200,1.72
Masculino,39,Branca,16,7500,1.63
Masculino,68,Parda,3,2000,1.66
Feminino,60,Preta,12,1700,1.67
Masculino,61,Branca,16,3500,1.7
Masculino,51,Branca,12,7000,1.6
Feminino,43,Branca,16,5833,1.82
Feminino,50,Branca,9,1600,1.78
Feminino,52,Parda,10,1300,1.63
Masculino,32,Branca,12,3900,1.76
Masculino,58,Preta,7,0,1.7
Masculino,45,Preta,12,2200,1.69
Masculino,57,Branca,8,5000,1.66
Masculino,29,Branca,12,1500,1.63
Masculino,40,Branca,12,2300,1.77
Feminino,36,Branca,12,1200,1.74
Feminino,60,Parda,1,560,1.61
Masculino,42,Branca,16,5000,1.66
Feminino,50,Branca,5,850,1.59
Masculino,43,Branca,5,5000,1.73
Masculino,29,Branca,15,2200,1.55
Masculino,55,Parda,12,1570,1.66
Masculino,25,Branca,15,2894,1.81
Masculino,64,Parda,11,1300,1.77
Masculino,53,Preta,9,2400,1.85
Masculino,41,Parda,12,1100,1.61
Masculino,60,Branca,5,800,1.73
Feminino,43,Parda,16,5000,1.75
Masculino,34,Branca,16,4000,1.54
Masculino,49,Parda,16,2100,1.72
Feminino,59,Branca,4,900,1.81
Feminino,69,Parda,5,500,1.71
Masculino,34,Branca,8,1200,1.6
Masculino,60,Parda,4,1500,1.56
Masculino,56,Parda,5,1500,1.63
Feminino,52,Branca,16,12500,1.85
Masculino,47,Branca,4,950,1.66
Feminino,55,Parda,4,788,1.69
Masculino,53,Preta,12,3000,1.83
Masculino,36,Branca,8,2000,1.78
Masculino,64,Branca,16,4000,1.73
Masculino,35,Parda,3,1200,1.62
Masculino,29,Preta,11,1400,1.71
Masculino,51,Branca,16,7000,1.51
Masculino,38,Branca,14,2000,1.77
Masculino,36,Preta,14,4000,1.68
Masculino,33,Parda,8,788,1.68
Feminino,32,Branca,12,1305,1.63
Feminino,31,Parda,12,900,1.7
Masculino,27,Branca,16,2000,1.66
Masculino,21,Preta,8,1200,1.55
Masculino,45,Branca,12,1550,1.79
Masculino,21,Parda,9,1300,1.63
Masculino,36,Branca,8,1000,1.82
Feminino,57,Parda,12,1200,1.66
Feminino,62,Branca,1,400,1.71
Feminino,43,Branca,16,3000,1.7
Masculino,52,Branca,5,1200,1.7
Masculino,49,Branca,12,2500,1.71
Masculino,21,Parda,10,1200,1.71
Feminino,29,Branca,12,1000,1.65
Feminino,43,Parda,16,1800,1.71
Feminino,44,Branca,16,2300,1.8
Feminino,68,Branca,1,800,1.74
Masculino,44,Preta,9,1800,1.72
Feminino,64,Branca,1,650,1.76
Masculino,50,Parda,6,1000,1.68
Masculino,65,Branca,16,1196,1.7
Feminino,64,Branca,12,1800,1.77
Masculino,30,Branca,14,2300,1.69
Masculino,60,Branca,12,3000,1.82
Feminino,63,Parda,9,3000,1.77
Masculino,28,Parda,12,2000,1.74
Feminino,57,Parda,6,800,1.63
Feminino,33,Parda,12,788,1.5
Feminino,76,Branca,5,1000,1.87
Feminino,40,Branca,5,480,1.68
Feminino,57,Branca,12,900,1.61
Feminino,36,Branca,12,1300,1.71
Masculino,58,Branca,11,788,1.69
Masculino,31,Branca,9,2000,1.73
Feminino,54,Branca,5,1000,1.6
Masculino,57,Branca,16,6000,1.68
Masculino,69,Parda,1,788,1.78
Masculino,68,Branca,9,1000,1.65
Masculino,61,Branca,16,2000,1.63
Masculino,38,Parda,9,1220,1.71
Masculino,60,Branca,6,2100,1.77
Masculino,32,Parda,12,1800,1.78
Masculino,65,Branca,9,1500,1.82
Masculino,23,Branca,12,2000,1.76
Masculino,30,Branca,15,2000,1.8
Masculino,73,Branca,16,1800,1.75
Masculino,64,Branca,12,1500,1.81
Masculino,32,Branca,16,4000,1.67
Masculino,27,Parda,12,2000,1.71
Masculino,23,Parda,12,5000,1.67
Masculino,30,Branca,12,2000,1.62
Masculino,29,Parda,12,3500,1.77
Masculino,52,Branca,16,3000,1.79
Masculino,31,Parda,10,788,1.71
Masculino,28,Parda,16,10000,1.69
Feminino,54,Branca,12,1500,1.78
Feminino,28,Branca,12,888,1.73
Feminino,48,Branca,12,2000,1.67
Masculino,52,Preta,7,1800,1.69
Masculino,52,Parda,12,1600,1.74
Feminino,46,Branca,16,2500,1.76
Feminino,46,Branca,12,1400,1.64
Masculino,35,Branca,8,1300,1.58
Masculino,28,Branca,9,1500,1.56
Feminino,54,Branca,12,1000,1.61
Feminino,34,Parda,16,2100,1.76
Masculino,58,Branca,5,1500,1.68
Feminino,49,Parda,16,4200,1.74
Feminino,34,Branca,12,1300,1.77
Feminino,38,Preta,10,1200,1.78
Feminino,49,Parda,3,860,1.84
Feminino,58,Branca,5,1600,1.78
Masculino,37,Branca,12,1900,1.71
Masculino,41,Parda,9,2400,1.66
Feminino,41,Parda,12,2000,1.69
Masculino,44,Parda,16,2200,1.79
Feminino,35,Parda,11,1000,1.74
Feminino,34,Branca,9,1000,1.79
Feminino,45,Branca,12,1000,1.8
Masculino,40,Preta,12,5000,1.66
Feminino,49,Branca,14,1100,1.58
Feminino,47,Parda,12,450,1.73
Masculino,50,Branca,16,10000,1.69
Masculino,36,Branca,12,2000,1.69
Masculino,63,Preta,6,1300,1.64
Masculino,54,Branca,12,1500,1.77
Masculino,49,Parda,6,3000,1.73
Masculino,47,Branca,12,8000,1.79
Masculino,65,Branca,16,1000,1.7
Masculino,54,Branca,15,1900,1.74
Masculino,34,Branca,16,2100,1.69
Feminino,40,Branca,16,3000,1.82
Masculino,29,Branca,16,4500,1.59
Masculino,28,Branca,16,2400,1.73
Masculino,43,Branca,16,5000,1.66
Masculino,28,Branca,12,3500,1.67
Masculino,42,Parda,12,1700,1.71
Masculino,52,Branca,12,3000,1.66
Feminino,24,Branca,13,2500,1.55
Masculino,23,Branca,16,2000,1.7
Masculino,29,Parda,12,1900,1.72
Masculino,62,Parda,12,1650,1.75
Feminino,25,Parda,12,1000,1.61
Masculino,35,Branca,12,2000,1.8
Masculino,35,Branca,16,5200,1.72
Feminino,28,Branca,16,1650,1.79
Masculino,29,Branca,9,3000,1.72
Masculino,37,Parda,12,1300,1.59
Feminino,37,Parda,12,1600,1.83
Masculino,24,Parda,12,800,1.62
Feminino,32,Preta,12,1200,1.7
Feminino,30,Parda,16,10000,1.75
Feminino,43,Branca,16,2200,1.77
Masculino,42,Branca,13,2000,1.86
Masculino,47,Branca,14,2000,1.72
Masculino,48,Parda,12,2600,1.73
Feminino,32,Parda,12,1112,1.63
Masculino,31,Branca,14,4000,1.67
Masculino,33,Branca,16,2000,1.7
Feminino,56,Parda,5,420,1.82
Masculino,48,Branca,12,4000,1.76
Feminino,47,Parda,10,1200,1.67
Masculino,53,Branca,16,4800,1.79
Masculino,26,Parda,9,1200,1.64
Masculino,48,Parda,12,8000,1.67
Feminino,62,Branca,4,800,1.69
Masculino,40,Parda,9,850,1.65
Masculino,37,Parda,12,1300,1.74
Feminino,29,Branca,12,320,1.68
Feminino,32,Parda,9,500,1.68
Feminino,49,Parda,12,1250,1.73
Masculino,28,Branca,16,2180,1.79
Masculino,36,Branca,12,2100,1.76
Masculino,31,Preta,12,1200,1.74
Masculino,44,Parda,16,5000,1.61
Masculino,66,Parda,9,1600,1.75
Masculino,32,Branca,9,3500,1.75
Feminino,26,Branca,12,890,1.76
Masculino,41,Branca,12,1300,1.69
Feminino,46,Parda,12,1000,1.78
Feminino,36,Parda,16,1700,1.65
Masculino,41,Parda,12,4000,1.81
Masculino,53,Parda,5,1000,1.79
Masculino,56,Parda,5,1600,1.72
Masculino,42,Branca,16,2000,1.69
Masculino,33,Parda,12,1200,1.58
Masculino,41,Parda,7,1200,1.74
Masculino,39,Branca,12,1500,1.64
Feminino,67,Branca,5,788,1.73
Feminino,56,Preta,9,280,1.6
Feminino,39,Branca,15,800,1.69
Masculino,56,Preta,6,1500,1.61
Masculino,50,Branca,9,1100,1.66
Masculino,39,Parda,12,1800,1.77
Masculino,35,Parda,9,1700,1.75
Feminino,44,Preta,12,1000,1.73
Masculino,42,Branca,10,1000,1.69
Masculino,37,Parda,12,2200,1.8
Masculino,36,Parda,12,4000,1.8
Masculino,47,Branca,12,1549,1.63
Feminino,54,Branca,9,2000,1.77
Feminino,23,Preta,5,800,1.59
Masculino,42,Parda,9,2900,1.76
Masculino,43,Parda,8,2200,1.79
Feminino,56,Branca,12,1200,1.58
Masculino,53,Parda,7,950,1.72
Masculino,30,Parda,12,1800,1.59
Masculino,53,Branca,12,1600,1.65
Masculino,54,Branca,9,2000,1.82
Feminino,28,Branca,7,1800,1.62
Feminino,29,Branca,12,1000,1.6
Feminino,28,Branca,12,1500,1.85
Feminino,45,Parda,8,400,1.73
Masculino,37,Branca,12,5000,1.63
Feminino,45,Branca,11,1600,1.68
Masculino,45,Parda,9,1000,1.59
Masculino,57,Parda,12,2300,1.61
Masculino,44,Branca,16,1700,1.71
Masculino,53,Parda,11,2800,1.65
Feminino,46,Branca,9,945,1.61
Feminino,36,Parda,6,1020,1.71
Masculino,32,Parda,1,4000,1.59
Masculino,45,Branca,3,800,1.7
Feminino,58,Preta,16,8000,1.58
Masculino,51,Branca,5,880,1.72
Masculino,29,Parda,16,4600,1.73
Masculino,34,Parda,14,1162,1.6
Masculino,26,Parda,11,1400,1.75
Masculino,44,Branca,12,1576,1.68
Masculino,29,Branca,16,10000,1.76
Feminino,34,Parda,16,3000,1.57
Masculino,42,Branca,16,5000,1.73
Masculino,59,Branca,15,15000,1.69
Feminino,67,Branca,13,3500,1.79
Masculino,49,Branca,16,7000,1.7
Feminino,52,Branca,16,1500,1.66
Masculino,72,Branca,16,2000,1.74
Feminino,30,Branca,16,1100,1.62
Masculino,36,Branca,16,11000,1.74
